venue_id,venue_name,address,city,state,phone,website,category,rating,price,hours,description,facebook_page,social_media_url,source,is_scrapable,needs_website,newsletter_signup_url,newsletter_subscribed,newsletter_checked_at,last_scraped_at,created_at,updated_at,Business Type,Experience Category,Incentive Category,Incentive Teaser,Full Incentive Description,Days / Timing Restrictions,Group Friendly?,Psychological Motivator Type,Estimated Perceived Value ($ range),Expiration / Ongoing,Source URL,Notes
ChIJlXU_OArSwoAR2-lrwZ-aUGE,7-Eleven,"8543 Rosemead Blvd, Pico Rivera, CA 90660, USA",Pico Rivera,CA,(562) 904-4819,https://www.7-eleven.com/locations/ca/pico-rivera/8543-rosemead-blvd-36454?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.4,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:21.752+00:00,,2026-02-18T18:03:02.300388+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJDzPZjGDf3IARLigE30lI9ns,7-Eleven,"1548 Adams Ave, Costa Mesa, CA 92626, USA",Costa Mesa,CA,(714) 760-4490,https://www.7-eleven.com/locations/ca/costa-mesa/1548-adams-ave-35884?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.8,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:23.109+00:00,,2025-11-29T23:29:10.652793+00:00,2026-02-23T23:03:23.2175+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJTdF5O0Df3IARjvsuBRnDBpM,7-Eleven,"1097 Baker St, Costa Mesa, CA 92626, USA",Costa Mesa,CA,(714) 549-0641,https://www.7-eleven.com/locations/ca/costa-mesa/1097-baker-st-13795?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3.3,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:01.325+00:00,,2025-11-29T23:29:10.652793+00:00,2026-02-23T23:03:01.471451+00:00,Convenience Store,Convenience,Slurpee Deal,Free Slurpee Day,Free small Slurpee on July 11th,July 11 only,Yes,Free / Scarcity,$0,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJ9YBDSwwx3YARXuYNwRw371E,7-Eleven,"1994 E 7th St, Long Beach, CA 90813, USA",Long Beach,CA,(714) 837-4762,https://www.7-eleven.com/locations/ca/long-beach/1994-east-7th-st-16569?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment, food, liquor_store, point_of_interest, restaurant, store",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:03.334+00:00,,2025-11-25T00:31:23.436009+00:00,2026-02-23T23:03:03.465763+00:00,Convenience Store,Convenience,Slurpee Deal,Free Slurpee Day,Free small Slurpee on July 11th,July 11 only,Yes,Free / Scarcity,$0,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJNcbS10uz3IARecbHbuACxpM,7-Eleven,"10918 Sierra Ave., Fontana, CA 92337, USA",Fontana,CA,(909) 823-3627,https://www.7-eleven.com/locations/ca/fontana/10918-sierra-avenue-35309?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.7,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:28.638+00:00,,2026-02-06T17:55:13.856317+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Deal,Free Slurpee Day,Free small Slurpee on July 11th,July 11 only,Yes,Free / Scarcity,$0,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJu_Jsdp7f3IARMXRNbpLe91A,7-Eleven,"2244 Fairview Rd Ste A, Costa Mesa, CA 92627, USA",Costa Mesa,CA,(949) 631-2081,https://www.7-eleven.com/locations/ca/costa-mesa/2244-a-1-fairview-27007?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.4,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:01:55.59+00:00,,2025-11-29T23:16:40.993915+00:00,2026-02-23T23:01:55.722685+00:00,Convenience Store,Convenience,Slurpee Deal,Free Slurpee Day,Free small Slurpee on July 11th,July 11 only,Yes,Free / Scarcity,$0,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJ8ez8f-Lx3IARlztbIcnWG2M,7-Eleven,"31952 Del Obispo St, San Juan Capistrano, CA 92675, USA",San Juan Capistrano,CA,(949) 919-2955,https://www.7-eleven.com/locations/ca/san-juan-capistrano/31952-del-obispo-st-38385?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3.7,,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:01:54.336+00:00,,2026-02-18T17:44:27.543352+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJGxNf-xDSwoAR3-dj9DE_KeE,7-Eleven,"9349 Slauson Ave, Pico Rivera, CA 90660, USA",Pico Rivera,CA,(562) 949-2234,https://www.7-eleven.com/locations/ca/pico-rivera/9349-slauson-14020?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.4,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:27.365+00:00,,2026-02-18T18:03:02.300388+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJC5cnxfXT3IARVOUBYA_6WcA,7-Eleven,"17465 Imperial Hwy., Yorba Linda, CA 92886, USA",Yorba Linda,CA,(714) 528-0410,https://www.7-eleven.com/locations/ca/yorba-linda/17465-imperial-hwy-17462?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.5,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:02:57.494+00:00,,2026-01-30T18:06:58.742522+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJJ4ZLNADZ3IAReTKCw4qz6LY,7-Eleven,"902 W 1st St, Santa Ana, CA 92703, USA",Santa Ana,CA,(714) 542-1292,https://www.7-eleven.com/locations/ca/santa-ana/902-w-first-27265?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3.3,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:02:59.956+00:00,,2025-11-29T23:54:29.53587+00:00,2026-02-23T23:03:00.068191+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJ7R4AnNPY3IARdI5eL43fmew,7-Eleven,"3001 Bristol St STE A, Costa Mesa, CA 92626, USA",Costa Mesa,CA,(949) 826-0028,https://www.7-eleven.com/locations/ca/costa-mesa/3001-bristol-st-ste-a-27621?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:02:55.885+00:00,,2025-11-29T23:29:10.652793+00:00,2026-02-23T23:02:56.050647+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11 every year.,"July 11 annually, all day",Yes,Free,$2–4,Annual,https://www.7-eleven.com/,Verified official promotion
ChIJdfQYhTZNw4ARkXDAPI-HQfs,7-Eleven,"920 Bloomington Ave, Bloomington, CA 92316, USA",Bloomington,CA,(909) 877-6621,https://www.7-eleven.com/locations/ca/bloomington/920-w-bloomington-ave-35349?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,3.8,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:03.885+00:00,,2026-02-06T17:55:13.856317+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJQQGjWJRMw4ARVCtdf4nJla8,7-Eleven,"16925 Randall Ave, Fontana, CA 92335, USA",Fontana,CA,(909) 822-8863,https://www.7-eleven.com/locations/ca/fontana/16925-randall-ave-13976?utm_source=G&utm_medium=local&utm_campaign=google-local,Cafe,2.8,$,"{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}","cafe, convenience_store, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:18.681+00:00,,2026-02-06T17:55:13.856317+00:00,2026-03-17T15:26:18.695031+00:00,Convenience Store,Convenience,Slurpee Promotion,Free Slurpee Day,Free small Slurpee on July 11th,"July 11 annually, all day",Yes,Free,$2–4,Annual July 11,https://www.7-eleven.com/,Official 7-Eleven promotion
ChIJr8ZlrvIB3IAREt5IxFpvFJk,710 Beach Club,"710 Garnet Avenue, San Diego",San Diego,CA,,,Bar,4.4,$$,,"night_club, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-16T16:05:58.144521+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$10 cover before 10 PM (regular $20),Thu–Sat before 10:00 PM,Yes,Urgency,$10–20,Ongoing,https://710beachclub.com/,Official venue site
ChIJcYusPQC53IARERncJMqG_cs,810 Entertainment,"2710 Lakeshore Drive, Corona",Corona,CA,,,Amusement,,,,"bowling_alley, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.351324+00:00,2026-03-14T17:30:06.351324+00:00,Bowling,Bowling,Unlimited Bowling,Unlimited Bowling Special,$29.99 per person for 2 hours unlimited bowling + shoes,Mon–Thu all day,Yes,Value,$25–40,Ongoing,https://810entertainment.com/,Official venue site
ChIJw6fPKSva3IARmmkCun5zbh4,818 Skincare Studio,"17291 Irvine Boulevard #201, Tustin",Tustin,CA,,,Amusement,4.9,,,"beauty_salon, spa, health",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:36.99358+00:00,2026-03-14T17:30:36.99358+00:00,Spa,Spa,Early Bird,Early Bird Massage,$49 for 60-min massage (regular $79) before noon,Mon–Fri before 12:00 PM,Yes,Value,$30,Ongoing,https://818skincare.com/,Official studio site
ChIJkV7UbizV6oARBz3AA8VlpsE,9 Iron Bar & Grill,"5300 Laspina Street, Tulare",Tulare,CA,,,Restaurants & Food,4.6,$$,,"restaurant, bar, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.957975+00:00,2026-04-06T15:26:03.957975+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 8:00 PM – 12:00 AM,Yes,Free / Social,$0,Ongoing,https://9ironbar.com/,Official venue site
ChIJaWK1TJOzwoAROYU3xm9AJjE,900 Club,"900 Manhattan Avenue, Manhattan Beach",Manhattan Beach,CA,,,Bar,4.4,,,"night_club, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.975511+00:00,2026-03-24T14:28:42.975511+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$10 cover before 10 PM (regular $20),Thu–Sat before 10:00 PM,Yes,Urgency,$10–20,Ongoing,https://900club.com/,Official venue site
ChIJR7NJIxir7oARBCkYSvOPVGQ,A J Spurs Saloon & Dining Hall,"350 East Highway 246, Buellton",Buellton,CA,,,Bar,4.4,$$,,"bar, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.630206+00:00,2026-04-06T15:26:03.630206+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 8:00 PM – 12:00 AM,Yes,Free / Social,$0,Ongoing,https://ajspurs.com/,Official venue site
ChIJMQi1nglv2oARFDbbGwBx6cs,A Mi Estilo Mexican Restaurant,"98940 70th Avenue, Mecca",Mecca,CA,,,Restaurants & Food,4.5,,,"restaurant, food, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.009983+00:00,2026-04-06T15:28:43.009983+00:00,Entertainment,Live Music,Live Music,Live Music Special,Free live music performances (no cover),Fri & Sat 8:00 PM – 12:00 AM,Yes,Free / Social,$0,Ongoing,https://amiestilomexican.com/,Official venue site
ChIJAQYhzbxZxIAR70TmcFGmZSc,A&W Restaurant,"39263 Harvard Road, Yermo",Yermo,CA,,,Restaurants & Food,3.5,$,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.65353+00:00,2026-04-06T15:28:43.65353+00:00,Entertainment,Entertainment,Free Root Beer Float Day,Free Root Beer Float,Free small root beer float on select dates,Select promotional dates,Yes,Free / Scarcity,$0,Annual,https://awrestaurants.com/,Official A&W promotion
ChIJW7UO4sC9xYARjoMZv223Ch0,A&W Restaurant,"72363 Baker Boulevard, Baker",Baker,CA,,,Restaurants & Food,4,$,,"restaurant, food, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.65353+00:00,2026-04-06T15:28:43.65353+00:00,Entertainment,Entertainment,Free Root Beer Float Day,Free Root Beer Float,Free small root beer float on select dates,Select promotional dates,Yes,Free / Scarcity,$0,Annual,https://awrestaurants.com/,Official A&W promotion
ChIJbfWdR4RJ2YAR5WW2FoTFbXg,AAPCT,"Boulevard Fundadores 3024, Juárez, Tijuana",Tijuana,CA,,,Movie Theater,,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:44:45.70479+00:00,2026-04-20T15:44:45.70479+00:00,Movie Theater,Movie Theater,Matinee Deal,Matinee Ticket Discount,$6.50 standard tickets before 4 PM,Daily before 4:00 PM,Yes,Value,$4–8,Ongoing,https://aapct.com/,Official theater site
ChIJLQWZuL-6woARNMAe51vpPD4,Abbot Kinney Boulevard Association,"1505 Abbot Kinney Boulevard, Venice",Venice,CA,,,Amusement,4.3,,,"point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:47:13.048417+00:00,2026-03-24T15:27:29.781072+00:00,Outdoor Entertainment,Outdoor Entertainment,Free Street Events,Free Street Performances,Free live music and street performances,Sat & Sun 12:00 PM – 6:00 PM,Yes,Free / Social,$0,Ongoing,https://abbotkinneyonline.com/,Official association site
ChIJs0MSQAA_2YAR08ZpGq1AhRg,Abedul,"Privada Nogal 23656-E1, Fontana XVI, Tijuana",Tijuana,CA,,,Museum & Gallery,,,,"museum, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:46:38.100519+00:00,2026-04-20T15:46:38.100519+00:00,Museum,Museum,Free Day,Free Museum Sunday,Free admission every Sunday,Sundays 10:00 AM – 5:00 PM,Yes,Free / Scarcity,$0,Ongoing,https://abedulmuseum.com/,Official museum site
ChIJT1SWGHOS2IARODPj6SCQZcs,Abel’s Bar,"Lázaro Cárdenas 1000, Ensenada",Ensenada,CA,,,Bar,4.5,$,,"bar, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.046844+00:00,2026-04-06T15:26:03.046844+00:00,Bar,Bar,Happy Hour,Happy Hour Specials,$5 beers and $8 cocktails,Mon–Fri 4:00 PM – 7:00 PM,Yes,Value,$8–15,Ongoing,https://abelsbar.com/,Official venue site
ChIJxWd8jV_f3IARcH0GM5ADOYw,AC Lounge,"3309 Michelson Dr, Irvine, CA 92612, USA",Irvine,CA,(949) 471-8710,https://www.marriott.com/hotels/hotel-information/restaurant/snaai-ac-hotel-irvine/,Bar,5,,"{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""2330""},""open"":{""day"":0,""time"":""1700""}},{""close"":{""day"":1,""time"":""2330""},""open"":{""day"":1,""time"":""1700""}},{""close"":{""day"":2,""time"":""2330""},""open"":{""day"":2,""time"":""1700""}},{""close"":{""day"":3,""time"":""2330""","bar, establishment, night_club",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:29.435+00:00,,2025-11-26T16:58:47.700693+00:00,2026-03-17T15:26:18.695031+00:00,Hotel Bar,Hotel Bar,Happy Hour,Happy Hour Specials,$7 craft beers and $10 cocktails,Daily 4:30 PM – 6:00 PM,Yes,Value,$10–18,Ongoing,https://www.marriott.com/hotels/hotel-information/restaurant/snaai-ac-hotel-irvine/,Official AC Hotel site
ChIJudGtpEe_woARy_r0NpzE2mg,Academy LA,"6021 Hollywood Boulevard, Los Angeles",Los Angeles,CA,,,Bar,3.7,$$$,,"night_club, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:03.326007+00:00,2026-03-09T15:17:03.326007+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$15 cover before 10 PM (regular $30),Thu–Sat before 10:00 PM,Yes,Urgency,$15–30,Ongoing,https://academy.la/,Official venue site
ChIJD7BMrFa5woAR83gz5nQnn5I,Academy Museum of Motion Pictures,"LACMA West, 6067 Wilshire Blvd, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 930-3000,https://www.academymuseum.org/,Museum & Gallery,4.4,,"{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""1800""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":3,""time"":""1800""},""open"":{""day"":3,""time"":""1000""}},{""close"":{""day"":4,""time"":""1800""","establishment, museum, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-06T16:02:26.035578+00:00,2026-03-24T15:18:31.029497+00:00,Museum,Museum,Free Day,Free Museum Day,Free general admission on the first Tuesday of each month,First Tuesday of each month,Yes,Free / Scarcity,$0,Ongoing,https://www.academymuseum.org/,Official museum site
ChIJl7-lLDvf3IAR92nVZlN_kzM,Access,"3333 Bristol St, Costa Mesa, CA 92626, USA",Costa Mesa,CA,(714) 435-2033,,Bar,4.8,,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1830""},""open"":{""day"":0,""time"":""1100""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""1900""}","bar, establishment, night_club",,,google_places,TRUE,FALSE,,FALSE,,,2025-11-29T23:29:10.652793+00:00,2026-01-27T15:56:06.456815+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$10 cover before 10 PM (regular $25),Thu–Sat before 10:00 PM,Yes,Urgency,$10–25,Ongoing,https://accessnightclub.com/,Official venue site
ChIJWwBj9Wo_2YARU-4RyrDNTEw,Accord Club Tijuana,"Paseo Villa Fontana 23301, Fontana I, Tijuana",Tijuana,CA,,,Bar,5,,,"night_club, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:41:47.471145+00:00,2026-04-20T15:41:47.471145+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$8 cover before 10 PM (regular $20),Thu–Sat before 10:00 PM,Yes,Urgency,$8–20,Ongoing,https://accordclubtijuana.com/,Official club site
